,ID,A1,A2,A3,A4,A5,Score,source,target,source_tag,target_tag
3705,6804__contradiction_23__displays_20,2,2,2,1,0,0.7418748479999999,contradiction,displays,"('contradiction', 'NN')","('displays', 'NNS')"
3709,593__refinery_20__cross_16,2,2,2,1,0,0.7418748479999999,refinery,cross,"('refinery', 'NN')","('cross', 'NN')"
3710,3523__stress_12__laid_11,2,2,2,1,0,0.7418748479999999,stress,laid,"('stress', 'NN')","('laid', 'NN')"
3719,1227__stick_17__knife_19,3,2,2,1,0,0.7418748479999999,stick,knife,"('stick', 'NN')","('knife', 'NN')"
3723,140__tunes_9__mixture_4,2,2,2,1,1,0.7418748479999999,tunes,mixture,"('tunes', 'NNS')","('mixture', 'NN')"
3726,3528__ingenuity_26__sector_32,3,2,2,1,0,0.7418748479999999,ingenuity,sector,"('ingenuity', 'NN')","('sector', 'NN')"
3733,1758__poison_38__defence_41,2,2,2,2,0,0.740866495,poison,defence,"('poison', 'NN')","('defence', 'NN')"
3738,3118__changes_17__press_13,2,2,2,1,1,0.740584122,changes,press,"('changes', 'NNS')","('press', 'NN')"
3739,13069__market_5__picks_6,2,2,2,1,0,0.740584122,market,picks,"('market', 'NN')","('picks', 'NNS')"
3742,2594__element_16__form_13,3,2,1,1,1,0.740584122,element,form,"('element', 'NN')","('form', 'NN')"
3758,939__body_12__care_13,2,2,1,1,1,0.7397437609999999,body,care,"('body', 'NN')","('care', 'NN')"
3763,5811__presence_19__lay_14,2,2,1,1,0,0.739469728,presence,lay,"('presence', 'NN')","('lay', 'NN')"
3767,2784__plumbing_11__details_12,3,2,1,1,0,0.738676537,plumbing,details,"('plumbing', 'NN')","('details', 'NNS')"
3779,9958__portion_91__breast_90,3,2,2,1,0,0.738294865,portion,breast,"('portion', 'NN')","('breast', 'NN')"
3781,3539__tax_24__barriers_28,3,2,1,1,0,0.738294865,tax,barriers,"('tax', 'NN')","('barriers', 'NNS')"
3784,5806__hand_37__hold_35,3,1,1,1,0,0.738294865,hand,hold,"('hand', 'NN')","('hold', 'NN')"
3787,2615__crime_31__element_28,2,2,1,1,0,0.738271137,crime,element,"('crime', 'NN')","('element', 'NN')"
3790,4965__suspicions_8__rouse_6,2,1,1,1,0,0.7380800999999999,suspicions,rouse,"('suspicions', 'NNS')","('rouse', 'NN')"
3795,4578__beautiful_31__lines_32,3,2,2,1,0,0.737805281,beautiful,lines,"('beautiful', 'NN')","('lines', 'NNS')"
3797,6743__activities_29__extension_25,2,2,2,1,0,0.737595151,activities,extension,"('activities', 'NNS')","('extension', 'NN')"
3801,712__wheel_9__circle_13,2,2,2,1,0,0.737189999,wheel,circle,"('wheel', 'NN')","('circle', 'NN')"
3808,1722__deal_29__facility_27,2,1,1,1,0,0.736710158,deal,facility,"('deal', 'NN')","('facility', 'NN')"
3811,6361__choice_11__offer_7,2,1,1,1,0,0.736710158,choice,offer,"('choice', 'NN')","('offer', 'NN')"
3812,2531__principles_33__set_34,2,1,1,1,0,0.736710158,principles,set,"('principles', 'NNS')","('set', 'NN')"
3815,1891__process_21__building_24,2,1,1,1,0,0.736582703,process,building,"('process', 'NN')","('building', 'NN')"
3818,4662__foot_14__bill_16,3,3,1,1,0,0.73535835,foot,bill,"('foot', 'NN')","('bill', 'NN')"
3820,6661__future_17__shape_18,2,2,2,1,1,0.7352272129999999,future,shape,"('future', 'NN')","('shape', 'NN')"
3821,682__zinc_8__levels_9,2,2,1,1,1,0.7352272129999999,zinc,levels,"('zinc', 'NN')","('levels', 'NNS')"
3837,8146__life_15__hub_12,3,3,2,0,0,0.7334839059999999,life,hub,"('life', 'NN')","('hub', 'NN')"
3840,8582__bitch_10__son_7,3,2,2,1,0,0.733142538,bitch,son,"('bitch', 'NN')","('son', 'NN')"
3852,6737__knights_30__drew_28,3,1,1,1,1,0.7314766840000001,knights,drew,"('knights', 'NNS')","('drew', 'NN')"
3858,1337__art_39__nature_32,3,3,2,1,0,0.730818667,art,nature,"('art', 'NN')","('nature', 'NN')"
3859,1475__cause_19__spar_15,3,1,1,0,0,0.7307728459999999,cause,spar,"('cause', 'NN')","('spar', 'NN')"
3860,1226__play_6__matches_7,3,1,1,0,0,0.7307728459999999,play,matches,"('play', 'NN')","('matches', 'NNS')"
3864,3703__life_17__mark_13,3,2,1,0,0,0.730030803,life,mark,"('life', 'NN')","('mark', 'NN')"
3887,1585__nuisances_10__defines_7,2,2,2,1,1,0.7271384940000001,nuisances,defines,"('nuisances', 'NNS')","('defines', 'NNS')"
3888,934__day_26__pack_20,2,2,2,1,1,0.7271384940000001,day,pack,"('day', 'NN')","('pack', 'NN')"
3890,1593__applies_12__section_7,2,2,2,1,1,0.7271384940000001,applies,section,"('applies', 'NNS')","('section', 'NN')"
3895,688__women_12__concentrate_9,2,2,1,1,0,0.726821788,women,concentrate,"('women', 'NNS')","('concentrate', 'NN')"
3896,6634__products_2__residues_11,3,2,1,1,0,0.7266395040000001,products,residues,"('products', 'NNS')","('residues', 'NNS')"
3899,4618__couture_12__model_13,3,2,1,1,1,0.7266395040000001,couture,model,"('couture', 'NN')","('model', 'NN')"
3906,6867__similarities_5__remote_7,2,2,1,1,1,0.7262914840000001,similarities,remote,"('similarities', 'NNS')","('remote', 'NN')"
3907,6473__authority_18__cuts_19,2,2,1,1,1,0.7262914840000001,authority,cuts,"('authority', 'NN')","('cuts', 'NNS')"
3913,8305__debts_17__lot_14,2,2,2,1,0,0.7255722809999999,debts,lot,"('debts', 'NN')","('lot', 'NN')"
3914,453__confidence_17__score_19,2,2,1,1,0,0.7255722809999999,confidence,score,"('confidence', 'NN')","('score', 'NN')"
3916,3142__change_16__proposes_13,2,2,2,1,0,0.7255722809999999,change,proposes,"('change', 'NN')","('proposes', 'NNS')"
3917,3150__affirmation_6__concludes_3,2,2,2,1,0,0.7255722809999999,affirmation,concludes,"('affirmation', 'NN')","('concludes', 'NNS')"
3920,8136__instructor_9__flung_4,3,2,2,0,0,0.7253707159999999,instructor,flung,"('instructor', 'NN')","('flung', 'NN')"
3923,996__daisies_27__waving_24,3,2,2,1,0,0.724736465,daisies,waving,"('daisies', 'NNS')","('waving', 'NN')"
3946,3111__family_9__touches_5,2,1,1,1,1,0.7227511240000001,family,touches,"('family', 'NN')","('touches', 'NNS')"
3948,2625__strike_12__note_15,2,2,1,1,1,0.722731538,strike,note,"('strike', 'NN')","('note', 'NN')"
3949,1712__look_19__blank_18,2,2,1,1,1,0.722731538,look,blank,"('look', 'NN')","('blank', 'NN')"
3953,178__broken_18__arrangements_21,3,2,1,1,1,0.722536374,broken,arrangements,"('broken', 'NN')","('arrangements', 'NNS')"
3959,14082__forms_6__role_5,2,2,2,1,0,0.722431933,forms,role,"('forms', 'NNS')","('role', 'NN')"
3961,4573__nodes_33__network_32,3,1,1,1,0,0.72227366,nodes,network,"('nodes', 'NNS')","('network', 'NN')"
3965,1559__commitment_12__limit_14,2,2,2,1,1,0.722122956,commitment,limit,"('commitment', 'NN')","('limit', 'NN')"
3972,4585__model_5__circuit_6,3,2,2,1,0,0.722122956,model,circuit,"('model', 'NN')","('circuit', 'NN')"
3974,2538__machine_27__support_26,2,2,2,1,1,0.722122956,machine,support,"('machine', 'NN')","('support', 'NN')"
3977,3685__factors_32__background_31,2,2,2,1,1,0.722122956,factors,background,"('factors', 'NNS')","('background', 'NN')"
3980,6386__recruitment_19__cut_26,3,2,2,1,0,0.722122956,recruitment,cut,"('recruitment', 'NN')","('cut', 'NN')"
3987,6333__activities_14__join_11,3,2,1,1,1,0.722122956,activities,join,"('activities', 'NNS')","('join', 'NN')"
3996,820__episode_28__drawn_25,2,2,2,1,1,0.722122956,episode,drawn,"('episode', 'NN')","('drawn', 'NN')"
4005,903__hits_11__spot_14,3,2,2,1,0,0.722122956,hits,spot,"('hits', 'NNS')","('spot', 'NN')"
4007,1486__flotation_15__plans_16,2,2,2,1,0,0.722122956,flotation,plans,"('flotation', 'NN')","('plans', 'NNS')"
4013,1844__authority_20__construction_15,3,2,1,0,0,0.7219366770000001,authority,construction,"('authority', 'NN')","('construction', 'NN')"
4014,1322__discourses_12__mix_9,3,2,1,0,0,0.7219366770000001,discourses,mix,"('discourses', 'NNS')","('mix', 'NN')"
4017,5230__ease_52__conveyed_53,3,2,1,1,0,0.721403205,ease,conveyed,"('ease', 'NN')","('conveyed', 'NN')"
4018,1068__brush_17__slither_13,3,2,2,0,0,0.7213493129999999,brush,slither,"('brush', 'NN')","('slither', 'NN')"
4021,7242__rifles_4__cock_2,2,2,1,1,1,0.720672577,rifles,cock,"('rifles', 'NNS')","('cock', 'NN')"
4029,14106__costs_4__cut_3,1,1,1,1,1,0.72028941,costs,cut,"('costs', 'NNS')","('cut', 'NN')"
4034,6612__tones_6__suggests_3,2,2,1,1,0,0.72028941,tones,suggests,"('tones', 'NNS')","('suggests', 'NNS')"
4044,1852__field_17__commanders_18,2,2,1,1,1,0.720150142,field,commanders,"('field', 'NN')","('commanders', 'NNS')"
4056,3566__set_7__tone_2,2,1,1,1,0,0.719617707,set,tone,"('set', 'NN')","('tone', 'NN')"
4062,3736__consider_23__impact_25,3,1,1,1,0,0.7189129590000001,consider,impact,"('consider', 'NN')","('impact', 'NN')"
4063,5352__desire_6__feed_7,2,2,1,1,0,0.7189129590000001,desire,feed,"('desire', 'NN')","('feed', 'NN')"
4067,4546__implies_16__discussion_12,2,2,1,1,0,0.7189129590000001,implies,discussion,"('implies', 'NNS')","('discussion', 'NN')"
4071,3140__research_9__originates_6,3,1,1,1,0,0.7189129590000001,research,originates,"('research', 'NN')","('originates', 'NNS')"
4072,7017__leader_8__role_5,3,1,1,1,0,0.7189129590000001,leader,role,"('leader', 'NN')","('role', 'NN')"
4076,159__domination_15__reaction_11,3,2,2,1,0,0.718684078,domination,reaction,"('domination', 'NN')","('reaction', 'NN')"
4084,1253__vague_15__punctuate_25,3,3,2,0,0,0.718182463,vague,punctuate,"('vague', 'NN')","('punctuate', 'NN')"
4089,2135__self-indulgent_16__fault_19,3,1,1,0,0,0.71751965,self-indulgent,fault,"('self-indulgent', 'NN')","('fault', 'NN')"
4092,2731__isolation_22__sense_20,2,2,1,1,1,0.717035992,isolation,sense,"('isolation', 'NN')","('sense', 'NN')"
4095,6658__reproduce_30__adversaries_33,3,2,2,1,0,0.71674033,reproduce,adversaries,"('reproduce', 'NN')","('adversaries', 'NNS')"
4098,1256__muster_22__pass_21,3,2,1,0,0,0.715844881,muster,pass,"('muster', 'NN')","('pass', 'NN')"
4104,3121__operation_31__cataract_30,3,2,1,1,0,0.715485767,operation,cataract,"('operation', 'NN')","('cataract', 'NN')"
4107,2855__majority_25__defender_20,2,2,1,1,0,0.7150614390000001,majority,defender,"('majority', 'NN')","('defender', 'NN')"
4109,3626__images_22__ghettos_31,2,2,1,0,0,0.714909913,images,ghettos,"('images', 'NNS')","('ghettos', 'NN')"
4114,2555__murder_10__mark_8,2,2,1,1,0,0.714813623,murder,mark,"('murder', 'NN')","('mark', 'NN')"
4117,1903__issue_7__borders_9,2,2,1,1,1,0.714641648,issue,borders,"('issue', 'NN')","('borders', 'NNS')"
4121,1527__cash_20__limit_21,3,2,1,0,0,0.714125527,cash,limit,"('cash', 'NN')","('limit', 'NN')"
4122,2652__killings_44__marks_38,3,2,1,0,0,0.714125527,killings,marks,"('killings', 'NNS')","('marks', 'NNS')"
4127,4475__assessments_14__resources_16,2,2,1,1,0,0.7134577520000001,assessments,resources,"('assessments', 'NNS')","('resources', 'NNS')"
4130,1718__prescribes_13__cure_15,2,2,2,1,0,0.7133906459999999,prescribes,cure,"('prescribes', 'NN')","('cure', 'NN')"
4131,927__favours_3__punch_7,3,2,2,1,0,0.7133906459999999,favours,punch,"('favours', 'NNS')","('punch', 'NN')"
4137,6628__relation_8__formulation_5,3,2,1,1,0,0.7133906459999999,relation,formulation,"('relation', 'NN')","('formulation', 'NN')"
4141,1349__monument_6__leaps_2,2,2,2,1,0,0.7133906459999999,monument,leaps,"('monument', 'NN')","('leaps', 'NNS')"
4145,1899__success_7__measures_2,3,2,1,1,0,0.7133906459999999,success,measures,"('success', 'NN')","('measures', 'NNS')"
4147,4578__bow_21__lines_32,2,2,2,1,1,0.7133906459999999,bow,lines,"('bow', 'NN')","('lines', 'NNS')"
4152,3604__opinion_39__body_37,2,2,1,1,1,0.7127483920000001,opinion,body,"('opinion', 'NN')","('body', 'NN')"
4154,6821__women_9__liberation_7,2,2,1,1,1,0.7127483920000001,women,liberation,"('women', 'NNS')","('liberation', 'NN')"
4157,1664__goal_38__trace_34,3,2,1,0,0,0.71236475,goal,trace,"('goal', 'NN')","('trace', 'NN')"
4162,3743__applications_6__feature_3,2,1,1,1,1,0.71234542,applications,feature,"('applications', 'NNS')","('feature', 'NN')"
4166,3505__market_11__liberation_8,2,2,2,1,0,0.712036442,market,liberation,"('market', 'NN')","('liberation', 'NN')"
4168,681__evidence_19__supports_20,3,2,1,1,1,0.711724792,evidence,supports,"('evidence', 'NN')","('supports', 'NNS')"
4174,6725__application_53__canvas_57,3,1,1,1,1,0.711724792,application,canvas,"('application', 'NN')","('canvas', 'NN')"
4179,3540__expenditure_11__hold_9,3,2,2,1,0,0.711724792,expenditure,hold,"('expenditure', 'NN')","('hold', 'NN')"
4183,5260__hair_21__gold_20,3,1,1,1,1,0.711724792,hair,gold,"('hair', 'NN')","('gold', 'NN')"
4190,1514__emergency_5__relief_6,2,2,1,1,1,0.711561033,emergency,relief,"('emergency', 'NN')","('relief', 'NN')"
4194,6712__battle_4__value_2,2,2,2,1,0,0.711561033,battle,value,"('battle', 'NN')","('value', 'NN')"
4201,1393__flutters_7__vibrant_12,3,2,2,0,0,0.7114052259999999,flutters,vibrant,"('flutters', 'NNS')","('vibrant', 'NN')"
4206,8381__clearer_6__situation_3,1,1,1,1,1,0.711323895,clearer,situation,"('clearer', 'NN')","('situation', 'NN')"
4208,1852__committees_7__network_4,2,1,1,1,1,0.711292485,committees,network,"('committees', 'NNS')","('network', 'NN')"
4210,7235__pours_7__fountain_2,2,2,1,1,0,0.71129088,pours,fountain,"('pours', 'NNS')","('fountain', 'NN')"
4227,1256__pass_21__muster_22,3,2,1,1,1,0.7089494540000001,pass,muster,"('pass', 'NN')","('muster', 'NN')"
4230,3199__custody_21__door_19,2,2,2,1,0,0.708463671,custody,door,"('custody', 'NN')","('door', 'NN')"
4231,143__documentaries_30__materials_27,3,1,1,1,0,0.708285913,documentaries,materials,"('documentaries', 'NNS')","('materials', 'NNS')"
4241,1313__clothing_19__forms_17,3,2,1,1,1,0.707661168,clothing,forms,"('clothing', 'NN')","('forms', 'NNS')"
4244,6449__science_49__applications_47,3,2,1,1,1,0.707661168,science,applications,"('science', 'NN')","('applications', 'NNS')"
4250,2651__precise_5__formulation_6,3,2,1,1,1,0.707661168,precise,formulation,"('precise', 'NN')","('formulation', 'NN')"
4251,891__whisky_30__shot_28,3,2,1,1,1,0.707661168,whisky,shot,"('whisky', 'NN')","('shot', 'NN')"
4253,6634__conflict_5__products_2,3,2,1,1,1,0.707661168,conflict,products,"('conflict', 'NN')","('products', 'NNS')"
4254,6352__beliefs_11__firm_10,3,2,1,1,1,0.707661168,beliefs,firm,"('beliefs', 'NNS')","('firm', 'NN')"
4256,3629__arguments_6__images_2,3,2,1,1,0,0.70756832,arguments,images,"('arguments', 'NNS')","('images', 'NNS')"
4259,11129__er_27__bands_28,3,3,1,0,0,0.7067088109999999,er,bands,"('er', 'NN')","('bands', 'NNS')"
4261,1508__report_18__attests_19,3,2,1,1,0,0.7064214440000001,report,attests,"('report', 'NN')","('attests', 'NNS')"
4265,2583__murder_17__degree_16,3,1,1,1,0,0.706074165,murder,degree,"('murder', 'NN')","('degree', 'NN')"
4270,3506__reforms_47__wider_46,1,1,1,1,1,0.705412565,reforms,wider,"('reforms', 'NNS')","('wider', 'NN')"
4283,180__links_6__loosen_4,2,1,1,1,0,0.7047540940000001,links,loosen,"('links', 'NNS')","('loosen', 'NN')"
4287,3144__article_2__challenges_3,2,2,1,1,0,0.703719833,article,challenges,"('article', 'NN')","('challenges', 'NNS')"
4293,3150__employment_37__strength_50,3,2,2,0,0,0.7035183620000001,employment,strength,"('employment', 'NN')","('strength', 'NN')"
4296,5827__drug_6__kick_4,3,2,2,0,0,0.703336903,drug,kick,"('drug', 'NN')","('kick', 'NN')"
4299,8980__difference_6__lot_4,2,1,1,1,1,0.703250953,difference,lot,"('difference', 'NN')","('lot', 'NN')"
4300,1472__routine_6__exercise_7,2,1,1,1,1,0.703250953,routine,exercise,"('routine', 'NN')","('exercise', 'NN')"
4305,2995__sonar_16__activity_17,2,2,2,1,0,0.7031007140000001,sonar,activity,"('sonar', 'NN')","('activity', 'NN')"
4307,8523__importance_2__surface_7,2,2,1,1,0,0.7031007140000001,importance,surface,"('importance', 'NN')","('surface', 'NN')"
4315,3219__alcohol_5__course_7,3,1,1,1,0,0.7026800409999999,alcohol,course,"('alcohol', 'NN')","('course', 'NN')"
4325,6180__man-power_10__view_8,2,2,1,1,0,0.7026800409999999,man-power,view,"('man-power', 'NN')","('view', 'NN')"
4329,1324__debates_6__nature_10,3,2,1,1,0,0.7026800409999999,debates,nature,"('debates', 'NNS')","('nature', 'NN')"
4330,11770__silence_12__stay_7,2,2,1,1,0,0.7026800409999999,silence,stay,"('silence', 'NN')","('stay', 'NN')"
4339,683__evidence_4__stronger_3,3,1,1,1,0,0.7026352859999999,evidence,stronger,"('evidence', 'NN')","('stronger', 'NN')"
4342,2546__sentence_11__impose_8,2,1,1,1,1,0.7026352859999999,sentence,impose,"('sentence', 'NN')","('impose', 'NN')"
4343,1553__dollars_26__waste_24,2,2,1,1,0,0.7026352859999999,dollars,waste,"('dollars', 'NNS')","('waste', 'NN')"
4349,9641__bit_5__character_7,2,1,1,1,0,0.7026352859999999,bit,character,"('bit', 'NN')","('character', 'NN')"
4350,5596__outriggers_21__infant_14,3,3,1,0,0,0.7025477840000001,outriggers,infant,"('outriggers', 'NNS')","('infant', 'NN')"
4362,2720__days_33__lawless_31,2,1,1,1,0,0.701960158,days,lawless,"('days', 'NNS')","('lawless', 'NN')"
4365,1853__mobility_5__level_3,3,1,1,1,1,0.7015102540000001,mobility,level,"('mobility', 'NN')","('level', 'NN')"
4374,844__valve_23__seats_24,2,2,1,1,0,0.701331534,valve,seats,"('valve', 'NN')","('seats', 'NNS')"
4390,891__pint_18__shot_28,3,3,1,1,0,0.699760004,pint,shot,"('pint', 'NN')","('shot', 'NN')"
4391,5180__clip_17__range_21,2,2,2,1,0,0.6997313620000001,clip,range,"('clip', 'NN')","('range', 'NN')"
4400,861__service_15__intervals_16,3,2,1,1,1,0.699644135,service,intervals,"('service', 'NN')","('intervals', 'NNS')"
4403,843__valve_9__seats_10,3,2,1,1,1,0.699644135,valve,seats,"('valve', 'NNS')","('seats', 'NNS')"
4407,9857__idea_7__rough_6,2,1,1,1,1,0.6992411629999999,idea,rough,"('idea', 'NN')","('rough', 'NN')"
4411,3568__riots_23__roots_20,2,2,1,1,0,0.6992411629999999,riots,roots,"('riots', 'NNS')","('roots', 'NNS')"
4416,1253__life_30__aspects_26,2,1,1,1,1,0.6992411629999999,life,aspects,"('life', 'NN')","('aspects', 'NNS')"
4419,3529__coinciding_24__drop_28,3,1,1,1,0,0.6992411629999999,coinciding,drop,"('coinciding', 'NN')","('drop', 'NN')"
4420,1556__rules_22__break_20,2,1,1,1,1,0.6992411629999999,rules,break,"('rules', 'NNS')","('break', 'NN')"
4423,6699__model_18__generation_21,2,2,1,1,0,0.6992411629999999,model,generation,"('model', 'NN')","('generation', 'NN')"
4426,6914__observations_13__humane_12,2,1,1,1,0,0.6992411629999999,observations,humane,"('observations', 'NNS')","('humane', 'NN')"
4427,145__series_10__portraits_13,2,1,1,1,0,0.6992411629999999,series,portraits,"('series', 'NN')","('portraits', 'NNS')"
4430,4631__house_3__model_4,3,2,1,1,1,0.698932186,house,model,"('house', 'NN')","('model', 'NN')"
4434,2573__improvements_6__bring_5,2,2,1,1,1,0.698932186,improvements,bring,"('improvements', 'NNS')","('bring', 'NN')"
4435,13297__bodies_10__preservation_9,3,2,2,1,0,0.6987867090000001,bodies,preservation,"('bodies', 'NNS')","('preservation', 'NN')"
4448,1864__sufferings_13__pattern_5,3,3,3,0,0,0.6970849579999999,sufferings,pattern,"('sufferings', 'NNS')","('pattern', 'NN')"
4449,3078__reserves_32__repair_30,2,2,2,1,1,0.6968293870000001,reserves,repair,"('reserves', 'NNS')","('repair', 'NN')"
4459,1853__ideas_16__interchange_12,2,2,1,1,1,0.69635079,ideas,interchange,"('ideas', 'NNS')","('interchange', 'NN')"
4464,3074__closing_25__level_26,3,2,2,1,0,0.69620864,closing,level,"('closing', 'NN')","('level', 'NN')"
4465,2799__artistry_27__frame_23,3,2,2,1,0,0.69620864,artistry,frame,"('artistry', 'NN')","('frame', 'NN')"
4467,3459__prominent_13__feature_14,2,2,1,1,1,0.695989097,prominent,feature,"('prominent', 'NN')","('feature', 'NN')"
4471,6239__faults_8__reveals_7,2,1,1,1,1,0.6959876509999999,faults,reveals,"('faults', 'NNS')","('reveals', 'NNS')"
4475,6583__history_45__power_43,2,2,2,1,1,0.6958444970000001,history,power,"('history', 'NN')","('power', 'NN')"
4476,1744__generation_5__languages_6,2,2,2,1,1,0.6958444970000001,generation,languages,"('generation', 'NN')","('languages', 'NNS')"
4483,2530__spread_13__wider_16,2,1,1,1,1,0.695765621,spread,wider,"('spread', 'NN')","('wider', 'NN')"
4490,680__elements_15__trace_14,2,1,1,1,0,0.6957089759999999,elements,trace,"('elements', 'NNS')","('trace', 'NN')"
4494,12098__day_15__cover_13,3,1,1,0,0,0.695158022,day,cover,"('day', 'NN')","('cover', 'NN')"
4495,7096__lines_19__guide_14,2,2,1,0,0,0.695158022,lines,guide,"('lines', 'NNS')","('guide', 'NN')"
4499,6636__reason_2__products_5,3,2,1,0,0,0.6950517390000001,reason,products,"('reason', 'NN')","('products', 'NNS')"
4501,2624__element_12__confine_9,2,2,1,0,0,0.694872307,element,confine,"('element', 'NN')","('confine', 'NN')"
4507,6747__kinship_39__connections_40,3,2,1,1,1,0.694074248,kinship,connections,"('kinship', 'NN')","('connections', 'NNS')"
